url,runWarnings,notiz
https://www.krankenhaus-waltershausen-friedrichroda.de/, , 
http://klinikum-weimar.de/, , 
https://www.klinikum-altenburgerland.de/, , 
https://www.lukasstiftung-altenburg.de/, , 
https://www.waldkliniken-eisenberg.de/, , 
https://www.moritz-klinik.de/, , 
https://www.waldklinikumgera.de/, , 
https://www.hospital-greiz.de/, , 
https://www.uniklinikum-jena.de/, , 
http://www.krankenhaus-ronneburg.de/, , 
https://thueringen-kliniken.de/, , 
https://www.hospital-schleiz.de/, , 
https://www.asklepios.com/stadtroda/, , 
https://www.klinik-weissenburg.de/, , 
https://www.fachklinik-bad-liebenstein.de/, , 
https://www.klinikum-badsalzungen.de/, , 
https://www.stgeorgklinikum.de/, , 
https://www.weisse-liste.de/de/krankenhaus/krankenhaussuche/ergebnisliste/profil/?id=4189&searchKey=C83&searchHospital=Lymphknotenkrebs%2C+der+ungeordnet+im+ganzen+Lymphknoten+w%C3%A4chst+-, The page may not be loading as expected because your test URL (https://www.weisse-liste.de/de/krankenhaus/krankenhaussuche/ergebnisliste/profil/?id=4189&searchKey=C83&searchHospital=Lymphknotenkrebs%2C+der+ungeordnet+im+ganzen+Lymphknoten+w%C3%A4chst+-) was redirected to https://www.weisse-liste.de/de/krankenhaus/krankenhaussuche/. Try testing the second URL directly., 
https://www.helios-gesundheit.de/kliniken/hildburghausen-fachkliniken/, , 
https://www.helios-gesundheit.de/kliniken/meiningen/, , 
https://www.sozialwerk-meiningen.de/geriatrische-fachklinik, , 
https://www.regiomed-kliniken.de/startseite-klinikum-sonneberg-neuhaus.aspx, , 
https://www.elisabeth-klinikum.de/, , 
https://www.zentralklinikum-suhl.de/, , 
https://www.altmark-klinikum.de/krankenhaus-gardelegen/, , 
https://www.salus-lsa.de/kliniken-einrichtungen-leistungen/fachklinikum-uchtspringe/, , 
https://www.dkhseehausen.de/, , 
https://www.kma-online.de/aktuelles/klinik-news/detail/kmg-klinikum-havelberg-stellt-betrieb-ein-a-43872, , 
https://www.johanniter.de/johanniter-kliniken/genthin-stendal/, , 
https://www.med.uni-magdeburg.de/, , 
https://www.krankenhaus.de/klinik-des-westens/, , 
https://www.klinikum-pfeiffer.de/, , 
https://www.st-marienstift.de/, , 
https://www.klinikum-magdeburg.de/, , 
https://www.helios-gesundheit.de/kliniken/vogelsang-gommern/, , 
https://www.lungenklinik-lostau.de/, , 
https://www.awo-sachsenanhalt.de/awo-fachkrankenhaus-jerichow.html, , 
https://www.helios-gesundheit.de/kliniken/burg/, , 
https://www.helios-gesundheit.de/kliniken/boerdeklinik/, , 
https://www.ameos.eu/standorte/ameos-ost/haldensleben/ameos-klinikum-haldensleben/, , 
https://www.ameos.eu/standorte/ameos-ost/schoenebeck/ameos-klinikum-schoenebeck/, , 
https://www.awo-sachsenanhalt.de/awo-krankenhaus-calbe.html, , 
